ID_Sujeto,Origen_Form,Identidad,Bloque,Dilema,Dilema_Opcion,Categoria,Respuesta,expectativa_sin,expectativa_grande,expectativa_pequeña,Genero,politica,nivel_se,Cooperar,SDO_Score,NDC_Score,Gap_Size
Suj_009,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,2,9,No cooperar,1,-1,-1,Hombre,6,8,0.0,3.5,4.833333333333333,1000.0
Suj_009,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,1,10,Cooperar,1,-1,-1,Hombre,6,8,1.0,3.5,4.833333333333333,1000.0
Suj_009,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,2,11,Cooperar,1,-1,-1,Hombre,6,8,1.0,3.5,4.833333333333333,1200.0
Suj_009,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,1,12,No cooperar,1,-1,-1,Hombre,6,8,0.0,3.5,4.833333333333333,1200.0
Suj_009,Respuestas de formulario 1,-,,Atencion,-,2,Opción 3,1,-1,-1,Hombre,6,8,,3.5,4.833333333333333,
Suj_010,Respuestas de formulario 1,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,0.0
Suj_010,Respuestas de formulario 1,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,0.0
Suj_010,Respuestas de formulario 1,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,2000.0
Suj_010,Respuestas de formulario 1,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,2400.0
Suj_010,Respuestas de formulario 1,AJK,Bloque_9,Bloque_SIN,-,5,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,1000.0
Suj_010,Respuestas de formulario 1,AQS,Bloque_11,Bloque_SIN,-,6,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,1200.0
Suj_010,Respuestas de formulario 1,-,Bloque_0,Atencion,-,1,Opción 3,0,-1,-1,Hombre,1,5,,1.3,4.166666666666667,
Suj_010,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,2,1,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,0.0
Suj_010,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,1,2,No cooperar,0,-1,-1,Hombre,1,5,0.0,1.3,4.166666666666667,0.0
Suj_010,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,2,3,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,0.0
Suj_010,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,1,4,No cooperar,0,-1,-1,Hombre,1,5,0.0,1.3,4.166666666666667,0.0
Suj_010,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,2,5,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,2000.0
Suj_010,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,1,6,No cooperar,0,-1,-1,Hombre,1,5,0.0,1.3,4.166666666666667,2000.0
Suj_010,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,2,7,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,2400.0
Suj_010,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,1,8,No cooperar,0,-1,-1,Hombre,1,5,0.0,1.3,4.166666666666667,2400.0
Suj_010,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,2,9,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,1000.0
Suj_010,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,1,10,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,1000.0
Suj_010,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,2,11,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,1200.0
Suj_010,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,1,12,Cooperar,0,-1,-1,Hombre,1,5,1.0,1.3,4.166666666666667,1200.0
Suj_010,Respuestas de formulario 1,-,,Atencion,-,2,Opción 3,0,-1,-1,Hombre,1,5,,1.3,4.166666666666667,
Suj_011,Respuestas de formulario 2,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,0.0
Suj_011,Respuestas de formulario 2,AEF,Bloque_3,Bloque_SIN,-,2,No cooperar,0,-1,-1,Mujer,5,6,0.0,3.4,4.5,0.0
Suj_011,Respuestas de formulario 2,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,2000.0
Suj_011,Respuestas de formulario 2,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,2400.0
Suj_011,Respuestas de formulario 2,AJK,Bloque_9,Bloque_SIN,-,5,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,1000.0
Suj_011,Respuestas de formulario 2,AQS,Bloque_11,Bloque_SIN,-,6,No cooperar,0,-1,-1,Mujer,5,6,0.0,3.4,4.5,1200.0
Suj_011,Respuestas de formulario 2,-,Bloque_0,Atencion,-,1,Opción 3,0,-1,-1,Mujer,5,6,,3.4,4.5,
Suj_011,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,1,1,No cooperar,0,-1,-1,Mujer,5,6,0.0,3.4,4.5,0.0
Suj_011,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,2,2,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,0.0
Suj_011,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,1,3,No cooperar,0,-1,-1,Mujer,5,6,0.0,3.4,4.5,0.0
Suj_011,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,2,4,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,0.0
Suj_011,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,1,5,No cooperar,0,-1,-1,Mujer,5,6,0.0,3.4,4.5,2000.0
Suj_011,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,2,6,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,2000.0
Suj_011,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,1,7,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,2400.0
Suj_011,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,2,8,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,2400.0
Suj_011,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,1,9,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,1000.0
Suj_011,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,2,10,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,1000.0
Suj_011,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,1,11,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,1200.0
Suj_011,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,2,12,Cooperar,0,-1,-1,Mujer,5,6,1.0,3.4,4.5,1200.0
Suj_011,Respuestas de formulario 2,-,,Atencion,-,2,Opción 3,0,-1,-1,Mujer,5,6,,3.4,4.5,
Suj_012,Respuestas de formulario 2,ABC,Bloque_1,Bloque_SIN,-,1,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,0.0
Suj_012,Respuestas de formulario 2,AEF,Bloque_3,Bloque_SIN,-,2,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,0.0
Suj_012,Respuestas de formulario 2,ALM,Bloque_5,Bloque_SIN,-,3,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,2000.0
Suj_012,Respuestas de formulario 2,AGH,Bloque_7,Bloque_SIN,-,4,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,2400.0
Suj_012,Respuestas de formulario 2,AJK,Bloque_9,Bloque_SIN,-,5,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,1000.0
Suj_012,Respuestas de formulario 2,AQS,Bloque_11,Bloque_SIN,-,6,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,1200.0
Suj_012,Respuestas de formulario 2,-,Bloque_0,Atencion,-,1,Opción 3,1,1,1,Mujer,3,4,,1.1,4.333333333333333,
Suj_012,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,1,1,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,0.0
Suj_012,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,2,2,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,0.0
Suj_012,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,1,3,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,0.0
Suj_012,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,2,4,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,0.0
Suj_012,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,1,5,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,2000.0
Suj_012,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,2,6,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,2000.0
Suj_012,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,1,7,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,2400.0
Suj_012,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,2,8,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,2400.0
Suj_012,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,1,9,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,1000.0
Suj_012,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,2,10,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,1000.0
Suj_012,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,1,11,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,1200.0
Suj_012,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,2,12,No cooperar,1,1,1,Mujer,3,4,0.0,1.1,4.333333333333333,1200.0
Suj_012,Respuestas de formulario 2,-,,Atencion,-,2,Opción 3,1,1,1,Mujer,3,4,,1.1,4.333333333333333,
Suj_013,Respuestas de formulario 2,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,0.0
Suj_013,Respuestas de formulario 2,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,0.0
Suj_013,Respuestas de formulario 2,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,2000.0
Suj_013,Respuestas de formulario 2,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,2400.0
Suj_013,Respuestas de formulario 2,AJK,Bloque_9,Bloque_SIN,-,5,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,1000.0
Suj_013,Respuestas de formulario 2,AQS,Bloque_11,Bloque_SIN,-,6,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,1200.0
Suj_013,Respuestas de formulario 2,-,Bloque_0,Atencion,-,1,Opción 3,0,0,0,Hombre,5,6,,2.0,4.833333333333333,
Suj_013,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,1,1,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,0.0
Suj_013,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,2,2,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,0.0
Suj_013,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,1,3,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,0.0
Suj_013,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,2,4,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,0.0
Suj_013,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,1,5,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,2000.0
Suj_013,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,2,6,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,2000.0
Suj_013,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,1,7,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,2400.0
Suj_013,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,2,8,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,2400.0
Suj_013,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,1,9,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,1000.0
Suj_013,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,2,10,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,1000.0
Suj_013,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,1,11,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,1200.0
Suj_013,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,2,12,Cooperar,0,0,0,Hombre,5,6,1.0,2.0,4.833333333333333,1200.0
Suj_013,Respuestas de formulario 2,-,,Atencion,-,2,Opción 3,0,0,0,Hombre,5,6,,2.0,4.833333333333333,
Suj_014,Respuestas de formulario 2,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,0.0
Suj_014,Respuestas de formulario 2,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,0.0
Suj_014,Respuestas de formulario 2,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,2000.0
Suj_014,Respuestas de formulario 2,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,2400.0
Suj_014,Respuestas de formulario 2,AJK,Bloque_9,Bloque_SIN,-,5,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,1000.0
Suj_014,Respuestas de formulario 2,AQS,Bloque_11,Bloque_SIN,-,6,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,1200.0
Suj_014,Respuestas de formulario 2,-,Bloque_0,Atencion,-,1,Opción 3,0,0,0,Hombre,4,5,,3.4,5.666666666666667,
Suj_014,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,1,1,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,0.0
Suj_014,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,2,2,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,0.0
Suj_014,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,1,3,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,0.0
Suj_014,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,2,4,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,0.0
Suj_014,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,1,5,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,2000.0
Suj_014,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,2,6,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,2000.0
Suj_014,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,1,7,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,2400.0
Suj_014,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,2,8,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,2400.0
Suj_014,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,1,9,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,1000.0
Suj_014,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,2,10,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,1000.0
Suj_014,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,1,11,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,1200.0
Suj_014,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,2,12,Cooperar,0,0,0,Hombre,4,5,1.0,3.4,5.666666666666667,1200.0
Suj_014,Respuestas de formulario 2,-,,Atencion,-,2,Opción 3,0,0,0,Hombre,4,5,,3.4,5.666666666666667,
Suj_015,Respuestas de formulario 2,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar,-1,-1,-1,Mujer,6,7,1.0,1.9,5.5,0.0
Suj_015,Respuestas de formulario 2,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar,-1,-1,-1,Mujer,6,7,1.0,1.9,5.5,0.0
Suj_015,Respuestas de formulario 2,ALM,Bloque_5,Bloque_SIN,-,3,No cooperar,-1,-1,-1,Mujer,6,7,0.0,1.9,5.5,2000.0
Suj_015,Respuestas de formulario 2,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar,-1,-1,-1,Mujer,6,7,1.0,1.9,5.5,2400.0
Suj_015,Respuestas de formulario 2,AJK,Bloque_9,Bloque_SIN,-,5,No cooperar,-1,-1,-1,Mujer,6,7,0.0,1.9,5.5,1000.0
Suj_015,Respuestas de formulario 2,AQS,Bloque_11,Bloque_SIN,-,6,Cooperar,-1,-1,-1,Mujer,6,7,1.0,1.9,5.5,1200.0
Suj_015,Respuestas de formulario 2,-,Bloque_0,Atencion,-,1,Opción 3,-1,-1,-1,Mujer,6,7,,1.9,5.5,
Suj_015,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,1,1,Cooperar,-1,-1,-1,Mujer,6,7,1.0,1.9,5.5,0.0
Suj_015,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,2,2,No cooperar,-1,-1,-1,Mujer,6,7,0.0,1.9,5.5,0.0
Suj_015,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,1,3,Cooperar,-1,-1,-1,Mujer,6,7,1.0,1.9,5.5,0.0
Suj_015,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,2,4,Cooperar,-1,-1,-1,Mujer,6,7,1.0,1.9,5.5,0.0
Suj_015,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,1,5,No cooperar,-1,-1,-1,Mujer,6,7,0.0,1.9,5.5,2000.0
Suj_015,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,2,6,Cooperar,-1,-1,-1,Mujer,6,7,1.0,1.9,5.5,2000.0
Suj_015,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,1,7,No cooperar,-1,-1,-1,Mujer,6,7,0.0,1.9,5.5,2400.0
Suj_015,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,2,8,Cooperar,-1,-1,-1,Mujer,6,7,1.0,1.9,5.5,2400.0
Suj_015,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,1,9,No cooperar,-1,-1,-1,Mujer,6,7,0.0,1.9,5.5,1000.0
Suj_015,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,2,10,Cooperar,-1,-1,-1,Mujer,6,7,1.0,1.9,5.5,1000.0
Suj_015,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,1,11,No cooperar,-1,-1,-1,Mujer,6,7,0.0,1.9,5.5,1200.0
Suj_015,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,2,12,Cooperar,-1,-1,-1,Mujer,6,7,1.0,1.9,5.5,1200.0
Suj_015,Respuestas de formulario 2,-,,Atencion,-,2,Opción 3,-1,-1,-1,Mujer,6,7,,1.9,5.5,
Suj_016,Respuestas de formulario 2,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,0.0
Suj_016,Respuestas de formulario 2,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,0.0
Suj_016,Respuestas de formulario 2,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,2000.0
Suj_016,Respuestas de formulario 2,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,2400.0
Suj_016,Respuestas de formulario 2,AJK,Bloque_9,Bloque_SIN,-,5,No cooperar,0,-1,-1,Hombre,5,6,0.0,2.0,4.166666666666667,1000.0
Suj_016,Respuestas de formulario 2,AQS,Bloque_11,Bloque_SIN,-,6,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,1200.0
Suj_016,Respuestas de formulario 2,-,Bloque_0,Atencion,-,1,Opción 3,0,-1,-1,Hombre,5,6,,2.0,4.166666666666667,
Suj_016,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,1,1,No cooperar,0,-1,-1,Hombre,5,6,0.0,2.0,4.166666666666667,0.0
Suj_016,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,2,2,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,0.0
Suj_016,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,1,3,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,0.0
Suj_016,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,2,4,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,0.0
Suj_016,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,1,5,No cooperar,0,-1,-1,Hombre,5,6,0.0,2.0,4.166666666666667,2000.0
Suj_016,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,2,6,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,2000.0
Suj_016,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,1,7,No cooperar,0,-1,-1,Hombre,5,6,0.0,2.0,4.166666666666667,2400.0
Suj_016,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,2,8,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,2400.0
Suj_016,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,1,9,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,1000.0
Suj_016,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,2,10,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,1000.0
Suj_016,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,1,11,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,1200.0
Suj_016,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,2,12,Cooperar,0,-1,-1,Hombre,5,6,1.0,2.0,4.166666666666667,1200.0
Suj_016,Respuestas de formulario 2,-,,Atencion,-,2,Opción 3,0,-1,-1,Hombre,5,6,,2.0,4.166666666666667,
Suj_017,Respuestas de formulario 2,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,0.0
Suj_017,Respuestas de formulario 2,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,0.0
Suj_017,Respuestas de formulario 2,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,2000.0
Suj_017,Respuestas de formulario 2,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,2400.0
Suj_017,Respuestas de formulario 2,AJK,Bloque_9,Bloque_SIN,-,5,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,1000.0
Suj_017,Respuestas de formulario 2,AQS,Bloque_11,Bloque_SIN,-,6,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,1200.0
Suj_017,Respuestas de formulario 2,-,Bloque_0,Atencion,-,1,Opción 3,1,-1,-1,Hombre,1,4,,1.0,4.0,
Suj_017,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,1,1,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,0.0
Suj_017,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,2,2,No cooperar,1,-1,-1,Hombre,1,4,0.0,1.0,4.0,0.0
Suj_017,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,1,3,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,0.0
Suj_017,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,2,4,No cooperar,1,-1,-1,Hombre,1,4,0.0,1.0,4.0,0.0
Suj_017,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,1,5,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,2000.0
Suj_017,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,2,6,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,2000.0
Suj_017,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,1,7,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,2400.0
Suj_017,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,2,8,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,2400.0
Suj_017,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,1,9,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,1000.0
Suj_017,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,2,10,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,1000.0
Suj_017,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,1,11,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,1200.0
Suj_017,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,2,12,Cooperar,1,-1,-1,Hombre,1,4,1.0,1.0,4.0,1200.0
Suj_017,Respuestas de formulario 2,-,,Atencion,-,2,Opción 3,1,-1,-1,Hombre,1,4,,1.0,4.0,
Suj_018,Respuestas de formulario 2,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar,1,-1,-1,Mujer,3,4,1.0,1.5,4.0,0.0
Suj_018,Respuestas de formulario 2,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar,1,-1,-1,Mujer,3,4,1.0,1.5,4.0,0.0
Suj_018,Respuestas de formulario 2,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar,1,-1,-1,Mujer,3,4,1.0,1.5,4.0,2000.0
Suj_018,Respuestas de formulario 2,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar,1,-1,-1,Mujer,3,4,1.0,1.5,4.0,2400.0
Suj_018,Respuestas de formulario 2,AJK,Bloque_9,Bloque_SIN,-,5,Cooperar,1,-1,-1,Mujer,3,4,1.0,1.5,4.0,1000.0
