ID_Sujeto,Origen_Form,Identidad,Dilema,Orden_1,Bloque,Orden_2,Respuesta,Mantiene,SDO_Score,NDC_Score,expectativa_sin,expectativa_grande,expectativa_pequeña,Genero,politica,nivel_se,Gap_Size,expectativa_sin_num,expectativa_grande_num,expectativa_pequeña_num,Expectativa_Activa,Promedio_Gap_0.0,Promedio_Gap_1000.0,Promedio_Gap_1200.0,Promedio_Gap_2000.0,Promedio_Gap_2400.0,Promedio_CON,Promedio_SIN,Promedio_DIST,Delta_Mantiene,Delta_base,Tratamiento,Mantiene_bin,NDC_c,SDO_c,pol_c,nse_c,Gen_mujer,Gap,Gap0,Gap_pos
Suj_004,Respuestas de formulario 1,AGH,Bloque_CON,1,Bloque_3,4,Opción 1,1,3.3,4.333333333333333,0,1,1,Mujer,6,6,0.0,0,1,1,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,Bloque_CON,1,0.45739348370928523,1.1827067669172866,2.2781954887218046,0.4285714285714288,1,0.0,1,
Suj_004,Respuestas de formulario 1,ALM,Bloque_CON,1,Bloque_9,5,Opción 2,0,3.3,4.333333333333333,0,1,1,Mujer,6,6,1000.0,0,1,1,1.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,Bloque_CON,0,0.45739348370928523,1.1827067669172866,2.2781954887218046,0.4285714285714288,1,1000.0,0,-0.65
Suj_004,Respuestas de formulario 1,AQS,Bloque_CON,1,Bloque_11,6,Opción 2,0,3.3,4.333333333333333,0,1,1,Mujer,6,6,1200.0,0,1,1,1.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,Bloque_CON,0,0.45739348370928523,1.1827067669172866,2.2781954887218046,0.4285714285714288,1,1200.0,0,-0.45
Suj_006,Respuestas de formulario 1,ABC,Bloque_CON,1,Bloque_1,1,Opción 1,1,2.3,3.1666666666666665,-1,-1,-1,Mujer,2,5,0.0,-1,-1,-1,-1.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.1666666666666666,Bloque_CON,1,-0.7092731829573813,0.1827067669172866,-1.7218045112781954,-0.5714285714285712,1,0.0,1,
Suj_006,Respuestas de formulario 1,AEF,Bloque_CON,1,Bloque_5,2,Opción 2,0,2.3,3.1666666666666665,-1,-1,-1,Mujer,2,5,2000.0,-1,-1,-1,-1.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.1666666666666666,Bloque_CON,0,-0.7092731829573813,0.1827067669172866,-1.7218045112781954,-0.5714285714285712,1,2000.0,0,0.35
Suj_006,Respuestas de formulario 1,AJK,Bloque_CON,1,Bloque_7,3,Opción 1,1,2.3,3.1666666666666665,-1,-1,-1,Mujer,2,5,2400.0,-1,-1,-1,-1.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.1666666666666666,Bloque_CON,1,-0.7092731829573813,0.1827067669172866,-1.7218045112781954,-0.5714285714285712,1,2400.0,0,0.75
Suj_006,Respuestas de formulario 1,AGH,Bloque_CON,1,Bloque_3,4,Opción 2,0,2.3,3.1666666666666665,-1,-1,-1,Mujer,2,5,0.0,-1,-1,-1,-1.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.1666666666666666,Bloque_CON,0,-0.7092731829573813,0.1827067669172866,-1.7218045112781954,-0.5714285714285712,1,0.0,1,
Suj_006,Respuestas de formulario 1,ALM,Bloque_CON,1,Bloque_9,5,Opción 1,1,2.3,3.1666666666666665,-1,-1,-1,Mujer,2,5,1000.0,-1,-1,-1,-1.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.1666666666666666,Bloque_CON,1,-0.7092731829573813,0.1827067669172866,-1.7218045112781954,-0.5714285714285712,1,1000.0,0,-0.65
Suj_006,Respuestas de formulario 1,AQS,Bloque_CON,1,Bloque_11,6,Opción 1,1,2.3,3.1666666666666665,-1,-1,-1,Mujer,2,5,1200.0,-1,-1,-1,-1.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.1666666666666666,Bloque_CON,1,-0.7092731829573813,0.1827067669172866,-1.7218045112781954,-0.5714285714285712,1,1200.0,0,-0.45
Suj_007,Respuestas de formulario 1,ABC,Bloque_CON,1,Bloque_1,1,Opción 1,1,3.4,2.333333333333333,1,-1,1,Mujer,4,3,0.0,1,-1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,Bloque_CON,1,-1.5426065162907148,1.2827067669172867,0.27819548872180455,-2.571428571428571,1,0.0,1,
Suj_007,Respuestas de formulario 1,AEF,Bloque_CON,1,Bloque_5,2,Opción 2,0,3.4,2.333333333333333,1,-1,1,Mujer,4,3,2000.0,1,-1,1,-1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,Bloque_CON,0,-1.5426065162907148,1.2827067669172867,0.27819548872180455,-2.571428571428571,1,2000.0,0,0.35
Suj_007,Respuestas de formulario 1,AJK,Bloque_CON,1,Bloque_7,3,Opción 2,0,3.4,2.333333333333333,1,-1,1,Mujer,4,3,2400.0,1,-1,1,-1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,Bloque_CON,0,-1.5426065162907148,1.2827067669172867,0.27819548872180455,-2.571428571428571,1,2400.0,0,0.75
Suj_007,Respuestas de formulario 1,AGH,Bloque_CON,1,Bloque_3,4,Opción 1,1,3.4,2.333333333333333,1,-1,1,Mujer,4,3,0.0,1,-1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,Bloque_CON,1,-1.5426065162907148,1.2827067669172867,0.27819548872180455,-2.571428571428571,1,0.0,1,
Suj_007,Respuestas de formulario 1,ALM,Bloque_CON,1,Bloque_9,5,Opción 2,0,3.4,2.333333333333333,1,-1,1,Mujer,4,3,1000.0,1,-1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,Bloque_CON,0,-1.5426065162907148,1.2827067669172867,0.27819548872180455,-2.571428571428571,1,1000.0,0,-0.65
Suj_007,Respuestas de formulario 1,AQS,Bloque_CON,1,Bloque_11,6,Opción 1,1,3.4,2.333333333333333,1,-1,1,Mujer,4,3,1200.0,1,-1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,Bloque_CON,1,-1.5426065162907148,1.2827067669172867,0.27819548872180455,-2.571428571428571,1,1200.0,0,-0.45
Suj_008,Respuestas de formulario 1,ABC,Bloque_CON,1,Bloque_1,1,Opción 2,0,2.3,3.333333333333333,-1,-1,-1,Mujer,3,7,0.0,-1,-1,-1,-1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.5,-0.1666666666666666,-0.1666666666666666,Bloque_CON,0,-0.5426065162907148,0.1827067669172866,-0.7218045112781954,1.4285714285714288,1,0.0,1,
Suj_008,Respuestas de formulario 1,AEF,Bloque_CON,1,Bloque_5,2,Opción 2,0,2.3,3.333333333333333,-1,-1,-1,Mujer,3,7,2000.0,-1,-1,-1,-1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.5,-0.1666666666666666,-0.1666666666666666,Bloque_CON,0,-0.5426065162907148,0.1827067669172866,-0.7218045112781954,1.4285714285714288,1,2000.0,0,0.35
Suj_008,Respuestas de formulario 1,AJK,Bloque_CON,1,Bloque_7,3,Opción 2,0,2.3,3.333333333333333,-1,-1,-1,Mujer,3,7,2400.0,-1,-1,-1,-1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.5,-0.1666666666666666,-0.1666666666666666,Bloque_CON,0,-0.5426065162907148,0.1827067669172866,-0.7218045112781954,1.4285714285714288,1,2400.0,0,0.75
Suj_008,Respuestas de formulario 1,AGH,Bloque_CON,1,Bloque_3,4,Opción 1,1,2.3,3.333333333333333,-1,-1,-1,Mujer,3,7,0.0,-1,-1,-1,-1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.5,-0.1666666666666666,-0.1666666666666666,Bloque_CON,1,-0.5426065162907148,0.1827067669172866,-0.7218045112781954,1.4285714285714288,1,0.0,1,
Suj_008,Respuestas de formulario 1,ALM,Bloque_CON,1,Bloque_9,5,Opción 2,0,2.3,3.333333333333333,-1,-1,-1,Mujer,3,7,1000.0,-1,-1,-1,-1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.5,-0.1666666666666666,-0.1666666666666666,Bloque_CON,0,-0.5426065162907148,0.1827067669172866,-0.7218045112781954,1.4285714285714288,1,1000.0,0,-0.65
Suj_008,Respuestas de formulario 1,AQS,Bloque_CON,1,Bloque_11,6,Opción 2,0,2.3,3.333333333333333,-1,-1,-1,Mujer,3,7,1200.0,-1,-1,-1,-1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.5,-0.1666666666666666,-0.1666666666666666,Bloque_CON,0,-0.5426065162907148,0.1827067669172866,-0.7218045112781954,1.4285714285714288,1,1200.0,0,-0.45
Suj_009,Respuestas de formulario 1,ABC,Bloque_CON,1,Bloque_1,1,Opción 1,1,2.6,3.5,1,-1,-1,Mujer,4,8,0.0,1,-1,-1,1.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,-0.3333333333333333,0.0,Bloque_CON,1,-0.3759398496240478,0.48270676691728687,0.27819548872180455,2.428571428571429,1,0.0,1,
Suj_009,Respuestas de formulario 1,AEF,Bloque_CON,1,Bloque_5,2,Opción 2,0,2.6,3.5,1,-1,-1,Mujer,4,8,2000.0,1,-1,-1,-1.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,-0.3333333333333333,0.0,Bloque_CON,0,-0.3759398496240478,0.48270676691728687,0.27819548872180455,2.428571428571429,1,2000.0,0,0.35
Suj_009,Respuestas de formulario 1,AJK,Bloque_CON,1,Bloque_7,3,Opción 2,0,2.6,3.5,1,-1,-1,Mujer,4,8,2400.0,1,-1,-1,-1.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,-0.3333333333333333,0.0,Bloque_CON,0,-0.3759398496240478,0.48270676691728687,0.27819548872180455,2.428571428571429,1,2400.0,0,0.75
Suj_009,Respuestas de formulario 1,AGH,Bloque_CON,1,Bloque_3,4,Opción 1,1,2.6,3.5,1,-1,-1,Mujer,4,8,0.0,1,-1,-1,1.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,-0.3333333333333333,0.0,Bloque_CON,1,-0.3759398496240478,0.48270676691728687,0.27819548872180455,2.428571428571429,1,0.0,1,
Suj_009,Respuestas de formulario 1,ALM,Bloque_CON,1,Bloque_9,5,Opción 2,0,2.6,3.5,1,-1,-1,Mujer,4,8,1000.0,1,-1,-1,-1.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,-0.3333333333333333,0.0,Bloque_CON,0,-0.3759398496240478,0.48270676691728687,0.27819548872180455,2.428571428571429,1,1000.0,0,-0.65
Suj_009,Respuestas de formulario 1,AQS,Bloque_CON,1,Bloque_11,6,Opción 1,1,2.6,3.5,1,-1,-1,Mujer,4,8,1200.0,1,-1,-1,-1.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,-0.3333333333333333,0.0,Bloque_CON,1,-0.3759398496240478,0.48270676691728687,0.27819548872180455,2.428571428571429,1,1200.0,0,-0.45
Suj_011,Respuestas de formulario 2,AEF,Bloque_CON,1,Bloque_1,1,Opción 1,1,1.0,3.6666666666666665,0,0,0,Mujer,2,5,0.0,0,0,0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,Bloque_CON,1,-0.2092731829573813,-1.1172932330827132,-1.7218045112781954,-0.5714285714285712,1,0.0,1,
Suj_011,Respuestas de formulario 2,AGH,Bloque_CON,1,Bloque_5,2,Opción 2,0,1.0,3.6666666666666665,0,0,0,Mujer,2,5,2000.0,0,0,0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,Bloque_CON,0,-0.2092731829573813,-1.1172932330827132,-1.7218045112781954,-0.5714285714285712,1,2000.0,0,0.35
Suj_011,Respuestas de formulario 2,ALM,Bloque_CON,1,Bloque_7,3,Opción 2,0,1.0,3.6666666666666665,0,0,0,Mujer,2,5,2400.0,0,0,0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,Bloque_CON,0,-0.2092731829573813,-1.1172932330827132,-1.7218045112781954,-0.5714285714285712,1,2400.0,0,0.75
Suj_011,Respuestas de formulario 2,ABC,Bloque_CON,1,Bloque_3,4,Opción 1,1,1.0,3.6666666666666665,0,0,0,Mujer,2,5,0.0,0,0,0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,Bloque_CON,1,-0.2092731829573813,-1.1172932330827132,-1.7218045112781954,-0.5714285714285712,1,0.0,1,
Suj_011,Respuestas de formulario 2,AQS,Bloque_CON,1,Bloque_9,5,Opción 1,1,1.0,3.6666666666666665,0,0,0,Mujer,2,5,1000.0,0,0,0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,Bloque_CON,1,-0.2092731829573813,-1.1172932330827132,-1.7218045112781954,-0.5714285714285712,1,1000.0,0,-0.65
Suj_011,Respuestas de formulario 2,AJK,Bloque_CON,1,Bloque_11,6,Opción 1,1,1.0,3.6666666666666665,0,0,0,Mujer,2,5,1200.0,0,0,0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,Bloque_CON,1,-0.2092731829573813,-1.1172932330827132,-1.7218045112781954,-0.5714285714285712,1,1200.0,0,-0.45
Suj_012,Respuestas de formulario 2,AEF,Bloque_CON,1,Bloque_1,1,Opción 2,0,1.4,3.8333333333333335,-1,-1,-1,Mujer,2,5,0.0,-1,-1,-1,-1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,-0.1666666666666666,0.1666666666666666,Bloque_CON,0,-0.042606516290714325,-0.7172932330827133,-1.7218045112781954,-0.5714285714285712,1,0.0,1,
Suj_012,Respuestas de formulario 2,AGH,Bloque_CON,1,Bloque_5,2,Opción 2,0,1.4,3.8333333333333335,-1,-1,-1,Mujer,2,5,2000.0,-1,-1,-1,-1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,-0.1666666666666666,0.1666666666666666,Bloque_CON,0,-0.042606516290714325,-0.7172932330827133,-1.7218045112781954,-0.5714285714285712,1,2000.0,0,0.35
Suj_012,Respuestas de formulario 2,ALM,Bloque_CON,1,Bloque_7,3,Opción 2,0,1.4,3.8333333333333335,-1,-1,-1,Mujer,2,5,2400.0,-1,-1,-1,-1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,-0.1666666666666666,0.1666666666666666,Bloque_CON,0,-0.042606516290714325,-0.7172932330827133,-1.7218045112781954,-0.5714285714285712,1,2400.0,0,0.75
Suj_012,Respuestas de formulario 2,ABC,Bloque_CON,1,Bloque_3,4,Opción 1,1,1.4,3.8333333333333335,-1,-1,-1,Mujer,2,5,0.0,-1,-1,-1,-1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,-0.1666666666666666,0.1666666666666666,Bloque_CON,1,-0.042606516290714325,-0.7172932330827133,-1.7218045112781954,-0.5714285714285712,1,0.0,1,
Suj_012,Respuestas de formulario 2,AQS,Bloque_CON,1,Bloque_9,5,Opción 2,0,1.4,3.8333333333333335,-1,-1,-1,Mujer,2,5,1000.0,-1,-1,-1,-1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,-0.1666666666666666,0.1666666666666666,Bloque_CON,0,-0.042606516290714325,-0.7172932330827133,-1.7218045112781954,-0.5714285714285712,1,1000.0,0,-0.65
Suj_012,Respuestas de formulario 2,AJK,Bloque_CON,1,Bloque_11,6,Opción 2,0,1.4,3.8333333333333335,-1,-1,-1,Mujer,2,5,1200.0,-1,-1,-1,-1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,-0.1666666666666666,0.1666666666666666,Bloque_CON,0,-0.042606516290714325,-0.7172932330827133,-1.7218045112781954,-0.5714285714285712,1,1200.0,0,-0.45
Suj_014,Respuestas de formulario 2,AEF,Bloque_CON,1,Bloque_1,1,Opción 2,0,3.5,4.333333333333333,0,-1,-1,Hombre,7,7,0.0,0,-1,-1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,-1.0,1.0,Bloque_CON,0,0.45739348370928523,1.3827067669172868,3.2781954887218046,1.4285714285714288,0,0.0,1,
Suj_014,Respuestas de formulario 2,AGH,Bloque_CON,1,Bloque_5,2,Opción 2,0,3.5,4.333333333333333,0,-1,-1,Hombre,7,7,2000.0,0,-1,-1,-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,-1.0,1.0,Bloque_CON,0,0.45739348370928523,1.3827067669172868,3.2781954887218046,1.4285714285714288,0,2000.0,0,0.35
Suj_014,Respuestas de formulario 2,ALM,Bloque_CON,1,Bloque_7,3,Opción 2,0,3.5,4.333333333333333,0,-1,-1,Hombre,7,7,2400.0,0,-1,-1,-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,-1.0,1.0,Bloque_CON,0,0.45739348370928523,1.3827067669172868,3.2781954887218046,1.4285714285714288,0,2400.0,0,0.75
Suj_014,Respuestas de formulario 2,ABC,Bloque_CON,1,Bloque_3,4,Opción 2,0,3.5,4.333333333333333,0,-1,-1,Hombre,7,7,0.0,0,-1,-1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,-1.0,1.0,Bloque_CON,0,0.45739348370928523,1.3827067669172868,3.2781954887218046,1.4285714285714288,0,0.0,1,
Suj_014,Respuestas de formulario 2,AQS,Bloque_CON,1,Bloque_9,5,Opción 2,0,3.5,4.333333333333333,0,-1,-1,Hombre,7,7,1000.0,0,-1,-1,-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,-1.0,1.0,Bloque_CON,0,0.45739348370928523,1.3827067669172868,3.2781954887218046,1.4285714285714288,0,1000.0,0,-0.65
Suj_014,Respuestas de formulario 2,AJK,Bloque_CON,1,Bloque_11,6,Opción 2,0,3.5,4.333333333333333,0,-1,-1,Hombre,7,7,1200.0,0,-1,-1,-1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,-1.0,1.0,Bloque_CON,0,0.45739348370928523,1.3827067669172868,3.2781954887218046,1.4285714285714288,0,1200.0,0,-0.45
