ID_Sujeto,Origen_Form,expectativa_sin_num,expectativa_grande_num,expectativa_pequeña_num,Expectativa_Activa,Promedio_Gap_0,Promedio_Gap_1000,Promedio_Gap_1200,Promedio_Gap_2000,Promedio_Gap_2400,Promedio_CON,Promedio_SIN,Promedio_DIST,Delta_Mantiene,Delta_base,Genero,politica,nivel_se,SDO_Score,NDC_Score
Suj_112,Respuestas de formulario 9,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hombre,5,6,3.7,5.666666666666667
Suj_113,Respuestas de formulario 9,0,1,-1,-1,1.0,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,-0.16666666666666674,0.16666666666666674,Mujer,5,6,2.9,3.6666666666666665
Suj_114,Respuestas de formulario 9,0,-1,-1,-1,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,Hombre,5,7,3.2,2.1666666666666665
Suj_116,Respuestas de formulario 10,0,-1,0,0,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.0,0.16666666666666669,Mujer,2,6,2.1,4.666666666666667
Suj_117,Respuestas de formulario 10,-1,-1,-1,-1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,-0.16666666666666666,0.16666666666666666,Hombre,1,7,1.4,5.333333333333333
Suj_118,Respuestas de formulario 10,1,1,1,1,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0,1.0,-0.16666666666666663,0.0,Mujer,4,6,2.4,5.166666666666667
Suj_119,Respuestas de formulario 10,0,0,1,1,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.16666666666666669,-0.16666666666666669,Mujer,3,5,2.1,3.8333333333333335
Suj_120,Respuestas de formulario 10,1,1,1,1,0.8333333333333334,1.0,1.0,1.0,0.6666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.16666666666666663,0.0,Mujer,4,6,1.2,5.166666666666667
Suj_121,Respuestas de formulario 10,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hombre,3,6,1.8,4.666666666666667
Suj_122,Respuestas de formulario 10,1,-1,1,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,-0.33333333333333337,Mujer,3,4,3.3,4.333333333333333
Suj_123,Respuestas de formulario 10,0,-1,-1,-1,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,Hombre,5,6,3.2,4.833333333333333
Suj_124,Respuestas de formulario 10,-1,-1,1,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,-0.16666666666666669,Mujer,3,7,2.2,4.666666666666667
Suj_125,Respuestas de formulario 10,-1,1,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.0,-0.16666666666666663,Mujer,4,5,2.7,4.333333333333333
Suj_127,Respuestas de formulario 10,-1,-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mujer,2,6,1.7,5.333333333333333
Suj_130,Respuestas de formulario 10,0,0,-1,-1,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.0,0.16666666666666669,0.3333333333333333,Hombre,4,7,2.5,5.0
Suj_131,Respuestas de formulario 10,1,-1,-1,-1,0.8333333333333334,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,Mujer,4,4,2.9,3.8333333333333335
Suj_133,Respuestas de formulario 11,-1,-1,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,Hombre,4,6,1.4,4.333333333333333
Suj_134,Respuestas de formulario 11,0,0,1,1,0.5,1.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.16666666666666666,0.0,0.33333333333333337,Mujer,3,7,2.5,4.333333333333333
Suj_135,Respuestas de formulario 11,1,-1,1,1,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,-0.3333333333333333,0.16666666666666663,Mujer,4,5,1.8,4.5
Suj_137,Respuestas de formulario 11,1,1,1,1,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.16666666666666663,Mujer,1,8,1.0,5.333333333333333
Suj_138,Respuestas de formulario 11,-1,-1,-1,-1,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,Mujer,6,6,2.5,4.666666666666667
Suj_140,Respuestas de formulario 11,1,1,1,1,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.3333333333333333,Hombre,3,4,1.4,5.0
Suj_141,Respuestas de formulario 11,0,-1,-1,-1,0.5,0.0,0.6666666666666666,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.33333333333333337,0.0,Hombre,3,9,2.2,4.666666666666667
Suj_143,Respuestas de formulario 11,1,-1,1,1,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,Mujer,4,5,2.0,4.333333333333333
Suj_144,Respuestas de formulario 11,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,Mujer,5,7,3.0,5.666666666666667
Suj_145,Respuestas de formulario 11,0,-1,-1,-1,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,-0.16666666666666666,Mujer,2,5,1.3,5.666666666666667
Suj_146,Respuestas de formulario 11,1,-1,0,0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,-0.16666666666666669,0.16666666666666669,Mujer,4,5,2.2,4.666666666666667
Suj_147,Respuestas de formulario 11,1,-1,-1,-1,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666669,0.0,Hombre,6,8,2.3,5.0
Suj_149,Respuestas de formulario 11,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mujer,6,6,2.4,5.0
Suj_151,Respuestas de formulario 11,-1,-1,-1,-1,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,-0.16666666666666666,Hombre,5,4,1.9,4.5
Suj_152,Respuestas de formulario 12,0,-1,-1,-1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,-0.16666666666666669,0.5,Mujer,3,7,1.8,4.666666666666667
Suj_153,Respuestas de formulario 12,1,-1,1,1,0.5,1.0,1.0,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666663,0.16666666666666669,Hombre,1,5,1.8,4.0
Suj_155,Respuestas de formulario 12,-1,0,0,0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.5,0.3333333333333333,-0.16666666666666669,0.16666666666666669,Mujer,4,4,1.7,4.333333333333333
Suj_156,Respuestas de formulario 12,1,-1,-1,-1,0.8333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,Hombre,4,7,1.6,5.0
Suj_157,Respuestas de formulario 12,0,-1,-1,-1,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,-0.16666666666666666,Hombre,3,4,1.1,4.333333333333333
Suj_158,Respuestas de formulario 12,1,0,1,1,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8333333333333334,0.0,0.16666666666666663,Mujer,3,6,1.2,5.5
Suj_159,Respuestas de formulario 12,1,1,1,1,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,-0.16666666666666669,Hombre,6,4,3.8,4.166666666666667
Suj_160,Respuestas de formulario 12,-1,-1,-1,-1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,-0.16666666666666666,Hombre,3,6,1.3,4.833333333333333
Suj_161,Respuestas de formulario 12,0,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,Mujer,2,3,1.2,5.0
Suj_162,Respuestas de formulario 12,0,-1,-1,-1,0.5,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.16666666666666674,0.3333333333333333,Mujer,4,10,1.0,5.666666666666667
