ID_Sujeto,Origen_Form,Identidad,Bloque,Dilema,Categoria,Respuesta,Mantiene,SDO_Score,NDC_Score,expectativa_sin,expectativa_grande,expectativa_pequeña,Genero,politica,nivel_se,Gap_Size,expectativa_sin_num,expectativa_grande_num,expectativa_pequeña_num,Expectativa_Activa,Promedio_Gap_0,Promedio_Gap_1000,Promedio_Gap_1200,Promedio_Gap_2000,Promedio_Gap_2400,Promedio_CON,Promedio_SIN,Promedio_DIST,Delta_Mantiene,Delta_base,Tratamiento
Suj_119,Respuestas de formulario 10,AEF,Bloque_11,Dist,1,Opción 2,0,2.1,3.8333333333333335,0,0,1,Mujer,3,5,1200,0,0,1,1,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.1666666666666666,-0.1666666666666666,DIST
Suj_120,Respuestas de formulario 10,AEF,Bloque_11,Dist,1,Opción 1,1,1.2,5.166666666666667,1,1,1,Mujer,4,6,1200,1,1,1,1,0.8333333333333334,1.0,1.0,1.0,0.6666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.1666666666666666,0.0,DIST
Suj_121,Respuestas de formulario 10,AEF,Bloque_11,Dist,1,Opción 2,0,1.8,4.666666666666667,-1,-1,-1,Hombre,3,6,1200,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIST
Suj_122,Respuestas de formulario 10,AEF,Bloque_11,Dist,1,Opción 1,1,3.3,4.333333333333333,1,-1,1,Mujer,3,4,1200,1,-1,1,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.1666666666666666,0.5,0.1666666666666666,-0.3333333333333333,DIST
Suj_123,Respuestas de formulario 10,AEF,Bloque_11,Dist,1,Opción 2,0,3.2,4.833333333333333,0,-1,-1,Hombre,5,6,1200,0,-1,-1,-1,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,DIST
Suj_124,Respuestas de formulario 10,AEF,Bloque_11,Dist,1,Opción 1,1,2.2,4.666666666666667,-1,-1,1,Mujer,3,7,1200,-1,-1,1,1,0.1666666666666666,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,-0.1666666666666666,DIST
Suj_125,Respuestas de formulario 10,AEF,Bloque_11,Dist,1,Opción 1,1,2.7,4.333333333333333,-1,1,0,Mujer,4,5,1200,-1,1,0,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.5,0.5,0.6666666666666666,0.0,-0.1666666666666666,DIST
Suj_127,Respuestas de formulario 10,AEF,Bloque_11,Dist,1,Opción 2,0,1.7,5.333333333333333,-1,-1,1,Mujer,2,6,1200,-1,-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIST
Suj_130,Respuestas de formulario 10,AEF,Bloque_11,Dist,1,Opción 2,0,2.5,5.0,0,0,-1,Hombre,4,7,1200,0,0,-1,-1,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,DIST
Suj_131,Respuestas de formulario 10,AEF,Bloque_11,Dist,1,Opción 1,1,2.9,3.8333333333333335,1,-1,-1,Mujer,4,4,1200,1,-1,-1,-1,0.8333333333333334,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,DIST
Suj_133,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 2,0,1.4,4.333333333333333,-1,-1,0,Hombre,4,6,1000,-1,-1,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,DIST
Suj_134,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 1,1,2.5,4.333333333333333,0,0,1,Mujer,3,7,1000,0,0,1,1,0.5,1.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.1666666666666666,0.0,0.3333333333333333,DIST
Suj_135,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 2,0,1.8,4.5,1,-1,1,Mujer,4,5,1000,1,-1,1,1,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,-0.3333333333333333,0.1666666666666666,DIST
Suj_137,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 2,0,1.0,5.333333333333333,1,1,1,Mujer,1,8,1000,1,1,1,1,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.0,0.1666666666666666,DIST
Suj_138,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 2,0,2.5,4.666666666666667,-1,-1,-1,Mujer,6,6,1000,-1,-1,-1,-1,0.1666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,DIST
Suj_140,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 2,0,1.4,5.0,1,1,1,Hombre,3,4,1000,1,1,1,1,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.3333333333333333,DIST
Suj_141,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 2,0,2.2,4.666666666666667,0,-1,-1,Hombre,3,9,1000,0,-1,-1,-1,0.5,0.0,0.6666666666666666,0.0,0.0,0.5,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,DIST
Suj_143,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 2,0,2.0,4.333333333333333,1,-1,1,Mujer,4,5,1000,1,-1,1,1,0.1666666666666666,0.0,0.3333333333333333,0.0,0.0,0.1666666666666666,0.1666666666666666,0.0,0.0,0.1666666666666666,DIST
Suj_144,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 1,1,3.0,5.666666666666667,1,1,1,Mujer,5,7,1000,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,DIST
Suj_145,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 2,0,1.3,5.666666666666667,0,-1,-1,Mujer,2,5,1000,0,-1,-1,-1,0.3333333333333333,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,-0.1666666666666666,DIST
Suj_146,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 2,0,2.2,4.666666666666667,1,-1,0,Mujer,4,5,1000,1,-1,0,0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666,DIST
Suj_147,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 2,0,2.3,5.0,1,-1,-1,Hombre,6,8,1000,1,-1,-1,-1,1.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.0,DIST
Suj_149,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 2,0,2.4,5.0,-1,-1,-1,Mujer,6,6,1000,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIST
Suj_151,Respuestas de formulario 11,ALM,Bloque_9,Dist,1,Opción 2,0,1.9,4.5,-1,-1,-1,Hombre,5,4,1000,-1,-1,-1,-1,0.3333333333333333,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,-0.1666666666666666,DIST
Suj_152,Respuestas de formulario 12,AQS,Bloque_11,Dist,1,Opción 2,0,1.8,4.666666666666667,0,-1,-1,Mujer,3,7,1200,0,-1,-1,-1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.0,-0.1666666666666666,0.5,DIST
Suj_153,Respuestas de formulario 12,AQS,Bloque_11,Dist,1,Opción 1,1,1.8,4.0,1,-1,1,Hombre,1,5,1200,1,-1,1,1,0.5,1.0,1.0,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.1666666666666666,0.1666666666666666,DIST
Suj_155,Respuestas de formulario 12,AQS,Bloque_11,Dist,1,Opción 1,1,1.7,4.333333333333333,-1,0,0,Mujer,4,4,1200,-1,0,0,0,0.1666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.5,0.3333333333333333,-0.1666666666666666,0.1666666666666666,DIST
Suj_156,Respuestas de formulario 12,AQS,Bloque_11,Dist,1,Opción 2,0,1.6,5.0,1,-1,-1,Hombre,4,7,1200,1,-1,-1,-1,0.8333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.0,0.1666666666666666,DIST
Suj_157,Respuestas de formulario 12,AQS,Bloque_11,Dist,1,Opción 2,0,1.1,4.333333333333333,0,-1,-1,Hombre,3,4,1200,0,-1,-1,-1,0.3333333333333333,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,-0.1666666666666666,DIST
Suj_158,Respuestas de formulario 12,AQS,Bloque_11,Dist,1,Opción 1,1,1.2,5.5,1,0,1,Mujer,3,6,1200,1,0,1,1,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.8333333333333334,0.0,0.1666666666666666,DIST
Suj_159,Respuestas de formulario 12,AQS,Bloque_11,Dist,1,Opción 1,1,3.8,4.166666666666667,1,1,1,Hombre,6,4,1200,1,1,1,1,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,-0.1666666666666666,DIST
Suj_160,Respuestas de formulario 12,AQS,Bloque_11,Dist,1,Opción 2,0,1.3,4.833333333333333,-1,-1,-1,Hombre,3,6,1200,-1,-1,-1,-1,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,-0.1666666666666666,DIST
Suj_161,Respuestas de formulario 12,AQS,Bloque_11,Dist,1,Opción 2,0,1.2,5.0,0,-1,-1,Mujer,2,3,1200,0,-1,-1,-1,0.5,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0,DIST
Suj_162,Respuestas de formulario 12,AQS,Bloque_11,Dist,1,Opción 2,0,1.0,5.666666666666667,0,-1,-1,Mujer,4,10,1200,0,-1,-1,-1,0.5,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.1666666666666667,0.3333333333333333,DIST
