ID_Sujeto,Origen_Form,Identidad,Bloque,Dilema,Dilema_Opcion,Categoria,Respuesta
Suj_004,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,2,1,Cooperar
Suj_004,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,1,2,Cooperar
Suj_004,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,2,3,Cooperar
Suj_004,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,1,4,Cooperar
Suj_004,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,2,5,Cooperar
Suj_004,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,1,6,Cooperar
Suj_004,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,2,7,Cooperar
Suj_004,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,1,8,Cooperar
Suj_004,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,2,9,Cooperar
Suj_004,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,1,10,Cooperar
Suj_004,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,2,11,Cooperar
Suj_004,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,1,12,Cooperar
Suj_004,Respuestas de formulario 1,-,,Atencion,-,2,Opción 3
Suj_005,Respuestas de formulario 1,ABC,Bloque_1,Bloque_SIN,-,1,No cooperar
Suj_005,Respuestas de formulario 1,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar
Suj_005,Respuestas de formulario 1,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar
Suj_005,Respuestas de formulario 1,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar
Suj_005,Respuestas de formulario 1,AJK,Bloque_9,Bloque_SIN,-,5,Cooperar
Suj_005,Respuestas de formulario 1,AQS,Bloque_11,Bloque_SIN,-,6,Cooperar
Suj_005,Respuestas de formulario 1,-,Bloque_0,Atencion,-,1,Opción 3
Suj_005,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,2,1,No cooperar
Suj_005,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,1,2,Cooperar
Suj_005,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,2,3,No cooperar
Suj_005,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,1,4,Cooperar
Suj_005,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,2,5,No cooperar
Suj_005,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,1,6,Cooperar
Suj_005,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,2,7,No cooperar
Suj_005,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,1,8,Cooperar
Suj_005,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,2,9,No cooperar
Suj_005,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,1,10,No cooperar
Suj_005,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,2,11,No cooperar
Suj_005,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,1,12,Cooperar
Suj_005,Respuestas de formulario 1,-,,Atencion,-,2,Opción 3
Suj_006,Respuestas de formulario 1,ABC,Bloque_1,Bloque_SIN,-,1,No cooperar
Suj_006,Respuestas de formulario 1,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar
Suj_006,Respuestas de formulario 1,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar
Suj_006,Respuestas de formulario 1,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar
Suj_006,Respuestas de formulario 1,AJK,Bloque_9,Bloque_SIN,-,5,No cooperar
Suj_006,Respuestas de formulario 1,AQS,Bloque_11,Bloque_SIN,-,6,Cooperar
Suj_006,Respuestas de formulario 1,-,Bloque_0,Atencion,-,1,Opción 3
Suj_006,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,2,1,Cooperar
Suj_006,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,1,2,No cooperar
Suj_006,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,2,3,No cooperar
Suj_006,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,1,4,No cooperar
Suj_006,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,2,5,Cooperar
Suj_006,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,1,6,No cooperar
Suj_006,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,2,7,No cooperar
Suj_006,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,1,8,No cooperar
Suj_006,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,2,9,No cooperar
Suj_006,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,1,10,Cooperar
Suj_006,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,2,11,Cooperar
Suj_006,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,1,12,Cooperar
Suj_006,Respuestas de formulario 1,-,,Atencion,-,2,Opción 3
Suj_007,Respuestas de formulario 1,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar
Suj_007,Respuestas de formulario 1,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar
Suj_007,Respuestas de formulario 1,ALM,Bloque_5,Bloque_SIN,-,3,No cooperar
Suj_007,Respuestas de formulario 1,AGH,Bloque_7,Bloque_SIN,-,4,No cooperar
Suj_007,Respuestas de formulario 1,AJK,Bloque_9,Bloque_SIN,-,5,Cooperar
Suj_007,Respuestas de formulario 1,AQS,Bloque_11,Bloque_SIN,-,6,Cooperar
Suj_007,Respuestas de formulario 1,-,Bloque_0,Atencion,-,1,Opción 3
Suj_007,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,2,1,No cooperar
Suj_007,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,1,2,Cooperar
Suj_007,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,2,3,No cooperar
Suj_007,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,1,4,Cooperar
Suj_007,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,2,5,No cooperar
Suj_007,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,1,6,Cooperar
Suj_007,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,2,7,No cooperar
Suj_007,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,1,8,Cooperar
Suj_007,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,2,9,No cooperar
Suj_007,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,1,10,Cooperar
Suj_007,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,2,11,No cooperar
Suj_007,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,1,12,Cooperar
Suj_007,Respuestas de formulario 1,-,,Atencion,-,2,Opción 3
Suj_008,Respuestas de formulario 1,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar
Suj_008,Respuestas de formulario 1,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar
Suj_008,Respuestas de formulario 1,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar
Suj_008,Respuestas de formulario 1,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar
Suj_008,Respuestas de formulario 1,AJK,Bloque_9,Bloque_SIN,-,5,Cooperar
Suj_008,Respuestas de formulario 1,AQS,Bloque_11,Bloque_SIN,-,6,Cooperar
Suj_008,Respuestas de formulario 1,-,Bloque_0,Atencion,-,1,Opción 3
Suj_008,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,2,1,No cooperar
Suj_008,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,1,2,Cooperar
Suj_008,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,2,3,Cooperar
Suj_008,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,1,4,No cooperar
Suj_008,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,2,5,No cooperar
Suj_008,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,1,6,No cooperar
Suj_008,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,2,7,No cooperar
Suj_008,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,1,8,No cooperar
Suj_008,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,2,9,No cooperar
Suj_008,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,1,10,No cooperar
Suj_008,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,2,11,No cooperar
Suj_008,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,1,12,No cooperar
Suj_008,Respuestas de formulario 1,-,,Atencion,-,2,Opción 3
Suj_009,Respuestas de formulario 1,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar
Suj_009,Respuestas de formulario 1,AEF,Bloque_3,Bloque_SIN,-,2,No cooperar
Suj_009,Respuestas de formulario 1,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar
Suj_009,Respuestas de formulario 1,AGH,Bloque_7,Bloque_SIN,-,4,No cooperar
Suj_009,Respuestas de formulario 1,AJK,Bloque_9,Bloque_SIN,-,5,No cooperar
Suj_009,Respuestas de formulario 1,AQS,Bloque_11,Bloque_SIN,-,6,No cooperar
Suj_009,Respuestas de formulario 1,-,Bloque_0,Atencion,-,1,Opción 3
Suj_009,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,2,1,No cooperar
Suj_009,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,1,2,No cooperar
Suj_009,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,2,3,No cooperar
Suj_009,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,1,4,Cooperar
Suj_009,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,2,5,No cooperar
Suj_009,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,1,6,No cooperar
Suj_009,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,2,7,No cooperar
Suj_009,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,1,8,No cooperar
Suj_009,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,2,9,No cooperar
Suj_009,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,1,10,Cooperar
Suj_009,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,2,11,Cooperar
Suj_009,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,1,12,No cooperar
Suj_009,Respuestas de formulario 1,-,,Atencion,-,2,Opción 3
Suj_010,Respuestas de formulario 1,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar
Suj_010,Respuestas de formulario 1,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar
Suj_010,Respuestas de formulario 1,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar
Suj_010,Respuestas de formulario 1,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar
Suj_010,Respuestas de formulario 1,AJK,Bloque_9,Bloque_SIN,-,5,Cooperar
Suj_010,Respuestas de formulario 1,AQS,Bloque_11,Bloque_SIN,-,6,Cooperar
Suj_010,Respuestas de formulario 1,-,Bloque_0,Atencion,-,1,Opción 3
Suj_010,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,2,1,Cooperar
Suj_010,Respuestas de formulario 1,ABC,Bloque_1,Bloque_CON,1,2,No cooperar
Suj_010,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,2,3,Cooperar
Suj_010,Respuestas de formulario 1,AEF,Bloque_3,Bloque_CON,1,4,No cooperar
Suj_010,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,2,5,Cooperar
Suj_010,Respuestas de formulario 1,ALM,Bloque_5,Bloque_CON,1,6,No cooperar
Suj_010,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,2,7,Cooperar
Suj_010,Respuestas de formulario 1,AGH,Bloque_7,Bloque_CON,1,8,No cooperar
Suj_010,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,2,9,Cooperar
Suj_010,Respuestas de formulario 1,AJK,Bloque_9,Bloque_CON,1,10,Cooperar
Suj_010,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,2,11,Cooperar
Suj_010,Respuestas de formulario 1,AQS,Bloque_11,Bloque_CON,1,12,Cooperar
Suj_010,Respuestas de formulario 1,-,,Atencion,-,2,Opción 3
Suj_011,Respuestas de formulario 2,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar
Suj_011,Respuestas de formulario 2,AEF,Bloque_3,Bloque_SIN,-,2,No cooperar
Suj_011,Respuestas de formulario 2,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar
Suj_011,Respuestas de formulario 2,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar
Suj_011,Respuestas de formulario 2,AJK,Bloque_9,Bloque_SIN,-,5,Cooperar
Suj_011,Respuestas de formulario 2,AQS,Bloque_11,Bloque_SIN,-,6,No cooperar
Suj_011,Respuestas de formulario 2,-,Bloque_0,Atencion,-,1,Opción 3
Suj_011,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,1,1,No cooperar
Suj_011,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,2,2,Cooperar
Suj_011,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,1,3,No cooperar
Suj_011,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,2,4,Cooperar
Suj_011,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,1,5,No cooperar
Suj_011,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,2,6,Cooperar
Suj_011,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,1,7,Cooperar
Suj_011,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,2,8,Cooperar
Suj_011,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,1,9,Cooperar
Suj_011,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,2,10,Cooperar
Suj_011,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,1,11,Cooperar
Suj_011,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,2,12,Cooperar
Suj_011,Respuestas de formulario 2,-,,Atencion,-,2,Opción 3
Suj_012,Respuestas de formulario 2,ABC,Bloque_1,Bloque_SIN,-,1,No cooperar
Suj_012,Respuestas de formulario 2,AEF,Bloque_3,Bloque_SIN,-,2,No cooperar
Suj_012,Respuestas de formulario 2,ALM,Bloque_5,Bloque_SIN,-,3,No cooperar
Suj_012,Respuestas de formulario 2,AGH,Bloque_7,Bloque_SIN,-,4,No cooperar
Suj_012,Respuestas de formulario 2,AJK,Bloque_9,Bloque_SIN,-,5,No cooperar
Suj_012,Respuestas de formulario 2,AQS,Bloque_11,Bloque_SIN,-,6,No cooperar
Suj_012,Respuestas de formulario 2,-,Bloque_0,Atencion,-,1,Opción 3
Suj_012,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,1,1,No cooperar
Suj_012,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,2,2,No cooperar
Suj_012,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,1,3,No cooperar
Suj_012,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,2,4,No cooperar
Suj_012,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,1,5,No cooperar
Suj_012,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,2,6,No cooperar
Suj_012,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,1,7,No cooperar
Suj_012,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,2,8,No cooperar
Suj_012,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,1,9,No cooperar
Suj_012,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,2,10,No cooperar
Suj_012,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,1,11,No cooperar
Suj_012,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,2,12,No cooperar
Suj_012,Respuestas de formulario 2,-,,Atencion,-,2,Opción 3
Suj_013,Respuestas de formulario 2,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar
Suj_013,Respuestas de formulario 2,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar
Suj_013,Respuestas de formulario 2,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar
Suj_013,Respuestas de formulario 2,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar
Suj_013,Respuestas de formulario 2,AJK,Bloque_9,Bloque_SIN,-,5,Cooperar
Suj_013,Respuestas de formulario 2,AQS,Bloque_11,Bloque_SIN,-,6,Cooperar
Suj_013,Respuestas de formulario 2,-,Bloque_0,Atencion,-,1,Opción 3
Suj_013,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,1,1,Cooperar
Suj_013,Respuestas de formulario 2,ABC,Bloque_1,Bloque_CON,2,2,Cooperar
Suj_013,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,1,3,Cooperar
Suj_013,Respuestas de formulario 2,AEF,Bloque_3,Bloque_CON,2,4,Cooperar
Suj_013,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,1,5,Cooperar
Suj_013,Respuestas de formulario 2,ALM,Bloque_5,Bloque_CON,2,6,Cooperar
Suj_013,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,1,7,Cooperar
Suj_013,Respuestas de formulario 2,AGH,Bloque_7,Bloque_CON,2,8,Cooperar
Suj_013,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,1,9,Cooperar
Suj_013,Respuestas de formulario 2,AJK,Bloque_9,Bloque_CON,2,10,Cooperar
Suj_013,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,1,11,Cooperar
Suj_013,Respuestas de formulario 2,AQS,Bloque_11,Bloque_CON,2,12,Cooperar
Suj_013,Respuestas de formulario 2,-,,Atencion,-,2,Opción 3
Suj_014,Respuestas de formulario 2,ABC,Bloque_1,Bloque_SIN,-,1,Cooperar
Suj_014,Respuestas de formulario 2,AEF,Bloque_3,Bloque_SIN,-,2,Cooperar
Suj_014,Respuestas de formulario 2,ALM,Bloque_5,Bloque_SIN,-,3,Cooperar
Suj_014,Respuestas de formulario 2,AGH,Bloque_7,Bloque_SIN,-,4,Cooperar
